area_type,availability,location,size_bhk,total_sqft,bath,balcony,price,price_per_sqft,availability_grouped
Super built-up  Area,Ready To Move,Hennur Road,2.0,973.0,2.0,1.0,50.74,5214.799588900309,Ready To Move
Super built-up  Area,18-Jun,Kundalahalli,3.0,1724.0,3.0,1.0,146.0,8468.677494199535,Upcoming
Super built-up  Area,Ready To Move,Banashankari,2.0,1020.0,2.0,2.0,40.79,3999.0196078431372,Ready To Move
Plot  Area,Ready To Move,Hsr layout sector3,4.0,1200.0,4.0,3.0,375.0,31250.0,Ready To Move
Super built-up  Area,Ready To Move,Electronic City,1.0,750.0,1.0,1.0,35.0,4666.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Kambipura,2.0,883.0,2.0,1.0,49.0,5549.263873159683,Ready To Move
Built-up  Area,Ready To Move,Thyagraj Nagar,2.0,660.0,2.0,0.0,76.0,11515.151515151516,Ready To Move
Super built-up  Area,Ready To Move,Ramagondanahalli,4.0,2787.0,5.0,2.0,220.0,7893.792608539648,Ready To Move
Built-up  Area,Ready To Move,Devasthanagalu,3.0,1470.0,2.0,3.0,60.0,4081.6326530612246,Ready To Move
Super built-up  Area,20-Apr,Electronics City Phase 1,2.0,891.0,2.0,1.0,24.95,2800.2244668911335,Upcoming
Built-up  Area,Ready To Move,"Sarjapur Road, ",2.0,1275.0,2.0,1.0,76.0,5960.78431372549,Ready To Move
Super built-up  Area,Ready To Move,Kothanur,3.0,1787.0,3.0,2.0,120.0,6715.165081141578,Ready To Move
Built-up  Area,Ready To Move,8th Phase JP Nagar,5.0,1730.0,5.0,2.0,75.0,4335.260115606937,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1320.0,2.0,2.0,110.0,8333.333333333334,Ready To Move
Super built-up  Area,18-Aug,Yeshwanthpur,3.0,1692.0,3.0,3.0,108.0,6382.978723404255,Upcoming
Super built-up  Area,Ready To Move,Bannerghatta Road,3.0,1400.0,3.0,2.0,69.0,4928.571428571428,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1115.0,2.0,1.0,50.0,4484.304932735426,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,2.0,1370.0,2.0,2.0,56.0,4087.5912408759123,Ready To Move
Super built-up  Area,18-Feb,Thirumenahalli,3.0,1602.0,3.0,2.0,56.0,3495.6304619225966,Upcoming
Built-up  Area,20-Dec,"Hoodi Circle, ",1.0,793.0,1.0,1.0,40.0,5044.136191677176,Upcoming
Super built-up  Area,Ready To Move,GM Palaya,1.0,675.0,1.0,1.0,35.0,5185.185185185185,Ready To Move
Built-up  Area,Ready To Move,Chikka Tirupathi,4.0,3250.0,4.0,2.0,136.0,4184.615384615385,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,2.0,1050.0,2.0,3.0,43.0,4095.2380952380954,Ready To Move
Built-up  Area,Ready To Move,Jalahalli East,2.0,1035.0,2.0,1.0,42.5,4106.280193236715,Ready To Move
Super built-up  Area,17-Feb,Sarjapur  Road,3.0,1200.0,2.0,2.0,44.0,3666.6666666666665,Upcoming
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1800.0,3.0,2.0,128.0,7111.111111111111,Ready To Move
Built-up  Area,Ready To Move,Green Glen Layout,3.0,1625.0,3.0,2.0,70.0,4307.692307692308,Ready To Move
Super built-up  Area,20-Dec,Electronics City Phase 1,2.0,1032.0,2.0,1.0,31.99,3099.8062015503874,Upcoming
Super built-up  Area,18-Apr,Whitefield,3.0,1496.0,2.0,1.0,71.81,4800.133689839572,Upcoming
Super built-up  Area,18-May,Kothnoor Dinne,2.0,1100.0,2.0,2.0,38.0,3454.5454545454545,Upcoming
Built-up  Area,Ready To Move,Kundalahalli,3.0,1500.0,3.0,2.0,50.0,3333.3333333333335,Ready To Move
Built-up  Area,18-Dec,Electronic City Phase II,2.0,1125.0,2.0,1.0,32.63,2900.444444444445,Upcoming
Super built-up  Area,Ready To Move,Chikka Banaswadi,3.0,1555.0,3.0,3.0,73.0,4694.5337620578775,Ready To Move
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1025.0,2.0,1.0,42.0,4097.5609756097565,Ready To Move
Super built-up  Area,19-Mar,Hennur Road,3.0,1482.0,2.0,1.0,83.73,5649.797570850203,Upcoming
Super built-up  Area,Ready To Move,Banagirinagar,3.0,1630.0,2.0,2.0,130.0,7975.460122699386,Ready To Move
Super built-up  Area,Ready To Move,Arekere,2.0,900.0,2.0,1.0,44.5,4944.444444444444,Ready To Move
Super built-up  Area,Ready To Move,Yelahanka,3.0,1355.0,2.0,3.0,75.0,5535.055350553505,Ready To Move
Plot  Area,18-May,1st Block Koramangala,4.0,2360.0,4.0,2.0,601.0,25466.101694915254,Upcoming
Built-up  Area,Ready To Move,Akshaya Nagar,2.0,1200.0,2.0,2.0,45.0,3750.0,Ready To Move
Super built-up  Area,Ready To Move,Suraksha Nagar,3.0,1563.0,3.0,2.0,63.0,4030.7101727447216,Ready To Move
Plot  Area,Ready To Move,Medaralli,4.0,1344.0,4.0,1.0,84.0,6250.0,Ready To Move
Super built-up  Area,Ready To Move,6th block Koramangala,3.0,3000.0,3.0,2.0,400.0,13333.333333333334,Ready To Move
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,812.0,2.0,1.0,42.0,5172.413793103448,Ready To Move
Built-up  Area,18-Apr,Basaveshwara Nagar,2.0,1200.0,2.0,1.0,70.0,5833.333333333333,Upcoming
Super built-up  Area,Ready To Move,Yelahanka,4.0,3175.0,4.0,1.0,156.0,4913.385826771653,Ready To Move
Super built-up  Area,Ready To Move,Marathahalli,2.0,1360.0,2.0,1.0,101.0,7426.470588235294,Ready To Move
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,1835.0,3.0,3.0,88.0,4795.6403269754765,Ready To Move
Built-up  Area,Ready To Move,Rachenahalli,3.0,1756.0,3.0,2.0,110.0,6264.236902050114,Ready To Move
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3.0,1296.0,2.0,2.0,51.83,3999.2283950617284,Ready To Move
Super built-up  Area,Ready To Move,Haralur Road,2.0,1300.0,2.0,1.0,75.0,5769.2307692307695,Ready To Move
Super built-up  Area,Ready To Move,Anandapura,2.0,1141.0,2.0,1.0,50.0,4382.120946538124,Ready To Move
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3.0,1270.0,2.0,2.0,50.79,3999.212598425197,Ready To Move
Built-up  Area,Ready To Move,Electronic City,2.0,1210.0,2.0,1.0,55.0,4545.454545454545,Ready To Move
Super built-up  Area,Ready To Move,Hormavu,2.0,1310.0,2.0,2.0,67.0,5114.503816793893,Ready To Move
Super built-up  Area,Ready To Move,Gubbalala,3.0,1745.0,3.0,2.0,140.0,8022.9226361031515,Ready To Move
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1050.0,2.0,2.0,37.0,3523.809523809524,Ready To Move
Plot  Area,Ready To Move,Banashankari,4.0,2400.0,4.0,3.0,500.0,20833.333333333332,Ready To Move
Super built-up  Area,18-Apr,Electronic City Phase II,2.0,1140.0,2.0,1.0,34.0,2982.4561403508774,Upcoming
Super built-up  Area,Ready To Move,Varthur,2.0,1210.0,2.0,2.0,54.0,4462.809917355372,Ready To Move
Super built-up  Area,18-May,Kasavanhalli,3.0,2035.0,3.0,2.0,142.0,6977.886977886978,Upcoming
Super built-up  Area,Ready To Move,Sarjapur,1.0,633.0,1.0,1.0,17.09,2699.8420221169035,Ready To Move
Built-up  Area,Ready To Move,Amruthahalli,1.0,485.0,1.0,1.0,19.5,4020.618556701031,Ready To Move
Super built-up  Area,Ready To Move,Varthur,2.0,1112.0,2.0,2.0,40.0,3597.122302158273,Ready To Move
Plot  Area,Ready To Move,Ullal Uppanagar,2.0,1200.0,2.0,0.0,82.0,6833.333333333333,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2275.0,4.0,2.0,187.0,8219.78021978022,Ready To Move
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3.0,1419.0,3.0,2.0,85.0,5990.133897110642,Ready To Move
Super built-up  Area,18-Apr,Sri Sai Layout,2.0,1195.0,2.0,2.0,42.4,3548.1171548117154,Upcoming
Built-up  Area,Ready To Move,Versova Layout,3.0,2020.0,3.0,3.0,270.0,13366.336633663366,Ready To Move
Super built-up  Area,Ready To Move,Kundalahalli,2.0,1047.0,2.0,2.0,91.0,8691.499522445081,Ready To Move
Super built-up  Area,Ready To Move,Thanisandra,3.0,1884.0,4.0,2.0,117.0,6210.1910828025475,Ready To Move
Plot  Area,Ready To Move,Malleshpalya,3.0,1200.0,3.0,2.0,149.0,12416.666666666666,Ready To Move
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,905.0,2.0,1.0,58.0,6408.839779005525,Ready To Move
Super built-up  Area,Ready To Move,JP Nagar,3.0,1500.0,2.0,1.0,108.0,7200.0,Ready To Move
Built-up  Area,Ready To Move,Chikkajala,1.0,850.0,1.0,0.0,50.0,5882.35294117647,Ready To Move
Built-up  Area,18-Aug,Bommasandra Industrial Area,2.0,1125.0,2.0,1.0,32.49,2888.0,Upcoming
Built-up  Area,Ready To Move,Tindlu,2.0,1165.0,2.0,2.0,59.8,5133.0472103004295,Ready To Move
Built-up  Area,Ready To Move,Maruthi Sevanagar,2.0,933.0,2.0,0.0,55.0,5894.962486602358,Ready To Move
Super built-up  Area,Ready To Move,Hennur Road,3.0,1305.0,2.0,1.0,77.0,5900.383141762452,Ready To Move
Super built-up  Area,Ready To Move,Billekahalli,2.0,1125.0,2.0,1.0,65.0,5777.777777777777,Ready To Move
Super built-up  Area,Ready To Move,BSM Extension,2.0,865.0,2.0,2.0,33.0,3815.0289017341042,Ready To Move
Super built-up  Area,Ready To Move,Jigani,3.0,1245.0,3.0,3.0,66.0,5301.204819277108,Ready To Move
Super built-up  Area,Ready To Move,Kalyan nagar,2.0,8840.0,2.0,3.0,300.0,3393.665158371041,Ready To Move
Super built-up  Area,Ready To Move,Udayagiri,3.0,1145.0,2.0,2.0,60.0,5240.174672489083,Ready To Move
Built-up  Area,Ready To Move,AECS Layout,3.0,2000.0,3.0,1.0,90.0,4500.0,Ready To Move
Super built-up  Area,19-Mar,Hosa Road,1.0,625.0,1.0,1.0,43.68,6988.8,Upcoming
Super built-up  Area,Ready To Move,Kundalahalli,3.0,1724.0,3.0,2.0,128.0,7424.593967517401,Ready To Move
Plot  Area,Ready To Move,Madiwala,1.0,400.0,1.0,1.0,75.0,18750.0,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1270.0,2.0,1.0,54.0,4251.968503937008,Ready To Move
Super built-up  Area,18-Apr,Madiwala,3.0,1250.0,3.0,2.0,39.5,3160.0,Upcoming
Super built-up  Area,20-Dec,Jakkur,3.0,1485.0,3.0,2.0,72.0,4848.484848484848,Upcoming
Super built-up  Area,Ready To Move,Shankarapuram,2.0,823.0,2.0,1.0,80.0,9720.534629404618,Ready To Move
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,990.0,2.0,2.0,50.0,5050.50505050505,Ready To Move
Plot  Area,Ready To Move,TC Palaya,3.0,1200.0,2.0,0.0,66.0,5500.0,Ready To Move
Super built-up  Area,18-Mar,Kothanur,2.0,1185.0,2.0,2.0,59.0,4978.9029535864975,Upcoming
Super built-up  Area,Ready To Move,Kadubeesanahalli,2.0,1140.0,2.0,1.0,78.0,6842.105263157895,Ready To Move
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1950.0,4.0,2.0,120.0,6153.846153846154,Ready To Move
Super built-up  Area,Ready To Move,Yelahanka,3.0,1756.0,3.0,2.0,125.0,7118.451025056947,Ready To Move
Built-up  Area,Ready To Move,Kumaraswami Layout,4.0,2600.0,4.0,2.0,300.0,11538.461538461539,Ready To Move
Super built-up  Area,19-Sep,Chandapura,1.0,520.0,1.0,1.0,14.04,2700.0,Upcoming
Built-up  Area,Ready To Move,Doddakannelli,2.0,1025.0,2.0,1.0,48.0,4682.926829268293,Ready To Move
Built-up  Area,18-Jun,Whitefield,2.0,1216.0,2.0,1.0,72.0,5921.0526315789475,Upcoming
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1026.0,2.0,2.0,60.8,5925.925925925926,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,3335.0,4.0,3.0,300.0,8995.502248875562,Ready To Move
Built-up  Area,Ready To Move,Kodichikkanahalli,5.0,2700.0,4.0,2.0,125.0,4629.62962962963,Ready To Move
Super built-up  Area,18-Apr,Begur,3.0,1411.0,2.0,2.0,60.0,4252.303330970943,Upcoming
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1320.0,2.0,1.0,39.6,3000.0,Ready To Move
Built-up  Area,Ready To Move,Bannerghatta,2.0,1320.0,2.0,0.0,50.0,3787.878787878788,Ready To Move
Super built-up  Area,Ready To Move,Kalena Agrahara,3.0,1804.0,3.0,2.0,155.0,8592.017738359202,Ready To Move
Super built-up  Area,Ready To Move,HSR Layout,2.0,1140.0,2.0,2.0,46.0,4035.0877192982457,Ready To Move
Plot  Area,18-Apr,Banjara Layout,4.0,1200.0,4.0,1.0,105.0,8750.0,Upcoming
Super built-up  Area,Ready To Move,Hebbal,4.0,2375.0,4.0,2.0,189.0,7957.894736842105,Ready To Move
Plot  Area,Ready To Move,Chamundi Nagar,3.0,1750.0,3.0,2.0,120.0,6857.142857142857,Ready To Move
Super built-up  Area,Ready To Move,TC Palaya,2.0,1152.0,2.0,2.0,55.0,4774.305555555556,Ready To Move
Super built-up  Area,Ready To Move,Thanisandra,2.0,965.0,2.0,1.0,54.0,5595.854922279793,Ready To Move
Super built-up  Area,Ready To Move,Lingadheeranahalli,3.0,1684.0,3.0,1.0,120.0,7125.890736342043,Ready To Move
Super built-up  Area,Ready To Move,Hennur Road,3.0,1672.0,3.0,2.0,86.0,5143.540669856459,Ready To Move
Super built-up  Area,Ready To Move,Panathur,2.0,1075.0,2.0,2.0,60.0,5581.395348837209,Ready To Move
Plot  Area,Ready To Move,Sarjapur,3.0,1500.0,5.0,2.0,95.0,6333.333333333333,Ready To Move
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3.0,1464.0,3.0,2.0,56.0,3825.136612021858,Ready To Move
Super built-up  Area,18-Dec,Hebbal,2.0,1420.0,2.0,1.0,99.26,6990.140845070423,Upcoming
Super built-up  Area,Ready To Move,Nagashetty Halli,2.0,750.0,2.0,0.0,40.0,5333.333333333333,Ready To Move
Super built-up  Area,Ready To Move,Yeshwanthpur,2.0,1169.0,2.0,2.0,64.08,5481.6082121471345,Ready To Move
Super built-up  Area,18-Jul,Devanahalli,3.0,1290.0,2.0,1.0,62.0,4806.201550387597,Upcoming
Super built-up  Area,Ready To Move,Kengeri,2.0,1160.0,2.0,2.0,40.6,3500.0,Ready To Move
Built-up  Area,Ready To Move,Shampura,7.0,2800.0,5.0,3.0,95.0,3392.8571428571427,Ready To Move
Super built-up  Area,Ready To Move,Mysore Road,3.0,1500.0,3.0,2.0,70.0,4666.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Domlur,3.0,1850.0,3.0,1.0,180.0,9729.72972972973,Ready To Move
Super built-up  Area,18-Jan,Venkatapura,3.0,1300.0,3.0,2.0,46.0,3538.4615384615386,Upcoming
Super built-up  Area,18-May,Electronic City Phase II,3.0,1310.0,2.0,1.0,37.84,2888.549618320611,Upcoming
Built-up  Area,Ready To Move,RMV,3.0,2750.0,5.0,2.0,550.0,20000.0,Ready To Move
Super built-up  Area,Ready To Move,Bhoopsandra,3.0,2150.0,3.0,0.0,170.0,7906.976744186047,Ready To Move
Built-up  Area,Ready To Move,5th Block Hbr Layout,6.0,5100.0,5.0,3.0,300.0,5882.35294117647,Ready To Move
Super built-up  Area,21-Dec,Kanakpura Road,3.0,1300.0,2.0,3.0,69.0,5307.692307692308,Upcoming
Plot  Area,Ready To Move,Kadugodi,3.0,1875.0,2.0,1.0,110.0,5866.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Hulimavu,3.0,1260.0,2.0,1.0,82.0,6507.936507936508,Ready To Move
Built-up  Area,Ready To Move,Kengeri,5.0,2500.0,4.0,3.0,100.0,4000.0,Ready To Move
Super built-up  Area,19-Jun,Begur Road,2.0,1241.0,2.0,1.0,64.0,5157.13134568896,Upcoming
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1025.0,2.0,2.0,45.5,4439.024390243902,Ready To Move
Plot  Area,Ready To Move,Postal Colony,2.0,1500.0,1.0,0.0,218.0,14533.333333333334,Ready To Move
Built-up  Area,17-Jun,Electronic City,2.0,1070.0,2.0,1.0,60.0,5607.476635514019,Upcoming
Super built-up  Area,Ready To Move,Begur,2.0,815.0,2.0,1.0,40.0,4907.9754601227,Ready To Move
Built-up  Area,Ready To Move,Kanakpura Road,3.0,2000.0,3.0,3.0,105.0,5250.0,Ready To Move
Super built-up  Area,Ready To Move,Malleshwaram,2.0,1400.0,2.0,1.0,190.0,13571.42857142857,Ready To Move
Plot  Area,Ready To Move,Varthur,4.0,1740.0,4.0,3.0,175.0,10057.471264367816,Ready To Move
Built-up  Area,18-Apr,Sarjapur  Road,2.0,1216.0,2.0,2.0,70.0,5756.578947368421,Upcoming
Super built-up  Area,Ready To Move,pavitra paradise,3.0,2200.0,2.0,1.0,190.0,8636.363636363636,Ready To Move
Plot  Area,Ready To Move,Hegde Nagar,4.0,3500.0,5.0,2.0,450.0,12857.142857142857,Ready To Move
Plot  Area,Ready To Move,Vidyaranyapura,7.0,3150.0,7.0,3.0,375.0,11904.761904761905,Ready To Move
Plot  Area,Ready To Move,Kanakpura Road,2.0,1200.0,2.0,0.0,62.0,5166.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Marathahalli,2.0,1026.0,2.0,1.0,50.18,4890.83820662768,Ready To Move
Built-up  Area,Ready To Move,Hulimavu,1.0,450.0,1.0,1.0,20.0,4444.444444444444,Ready To Move
Super built-up  Area,Ready To Move,KR Puram,2.0,1205.0,2.0,1.0,45.79,3800.0,Ready To Move
Super built-up  Area,Ready To Move,Jakkur Plantation,2.0,1368.0,2.0,3.0,87.0,6359.649122807017,Ready To Move
Built-up  Area,Ready To Move,Anekal,1.0,420.0,1.0,1.0,12.5,2976.190476190476,Ready To Move
Built-up  Area,Ready To Move,Doddakallasandra,2.0,1270.0,2.0,2.0,42.0,3307.0866141732286,Ready To Move
Super built-up  Area,Ready To Move,Anekal,2.0,614.0,1.0,1.0,28.0,4560.260586319218,Ready To Move
Plot  Area,18-May,Margondanahalli,2.0,1050.0,2.0,0.0,58.0,5523.809523809524,Upcoming
Super built-up  Area,Ready To Move,Yelahanka,2.0,1408.0,2.0,2.0,58.0,4119.318181818182,Ready To Move
Super built-up  Area,Ready To Move,Subramanyapura,3.0,1223.0,2.0,2.0,42.81,3500.408830744072,Ready To Move
Built-up  Area,Ready To Move,Reliaable Tranquil Layout,3.0,1507.0,3.0,1.0,80.0,5308.560053085601,Ready To Move
Super built-up  Area,Ready To Move,kadubisnahalli,2.0,1160.0,2.0,2.0,57.0,4913.793103448276,Ready To Move
Plot  Area,Ready To Move,Kithaganur,3.0,1200.0,3.0,1.0,70.0,5833.333333333333,Ready To Move
Built-up  Area,Ready To Move,Poorna Pragna Layout,2.0,960.0,2.0,3.0,50.0,5208.333333333333,Ready To Move
Super built-up  Area,Ready To Move,NGR Layout,2.0,1021.0,2.0,2.0,46.0,4505.386875612145,Ready To Move
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,2162.03,4.0,2.0,129.0,5966.614709324107,Ready To Move
Super built-up  Area,Ready To Move,Channasandra,2.0,1065.0,2.0,1.0,36.0,3380.281690140845,Ready To Move
Super built-up  Area,Ready To Move,Attibele,1.0,400.0,1.0,1.0,10.25,2562.5,Ready To Move
Super built-up  Area,Ready To Move,Bannerghatta Road,3.0,1465.0,2.0,1.0,75.0,5119.453924914676,Ready To Move
Super built-up  Area,20-Dec,Kanakpura Road,2.0,900.0,2.0,1.0,41.0,4555.555555555556,Upcoming
Super built-up  Area,Ready To Move,Marathahalli,3.0,1800.0,3.0,2.0,95.0,5277.777777777777,Ready To Move
Super built-up  Area,Ready To Move,Amblipura,2.0,1175.0,2.0,2.0,83.0,7063.829787234043,Ready To Move
Super built-up  Area,Ready To Move,Lavelle Road,3.0,6729.0,4.0,2.0,900.0,13374.944271065537,Ready To Move
Plot  Area,Ready To Move,Vijayanagar,4.0,1500.0,4.0,1.0,360.0,24000.0,Ready To Move
Super built-up  Area,Ready To Move,Sanjay nagar,2.0,1050.0,2.0,0.0,59.0,5619.047619047619,Ready To Move
Built-up  Area,18-Aug,Electronic City Phase II,3.0,1400.0,2.0,2.0,40.43,2887.8571428571427,Upcoming
Super built-up  Area,Ready To Move,Indira Nagar,3.0,1650.0,3.0,1.0,150.0,9090.90909090909,Ready To Move
Super built-up  Area,Ready To Move,KR Puram,3.0,1827.0,3.0,2.0,97.0,5309.250136836344,Ready To Move
Super built-up  Area,Ready To Move,Thanisandra,3.0,1930.0,4.0,2.0,122.0,6321.243523316062,Ready To Move
Super built-up  Area,18-Feb,Mysore Road,2.0,883.0,2.0,1.0,37.0,4190.260475651189,Upcoming
Built-up  Area,Ready To Move,Kengeri,1.0,550.0,1.0,1.0,16.75,3045.4545454545455,Ready To Move
Built-up  Area,18-Dec,Electronic City,3.0,1400.0,2.0,1.0,40.44,2888.5714285714284,Upcoming
Plot  Area,18-Aug,RMV 2nd Stage,4.0,1350.0,4.0,1.0,310.0,22962.962962962964,Upcoming
Super built-up  Area,Ready To Move,Kanakapura,3.0,1290.0,2.0,3.0,38.69,2999.2248062015506,Ready To Move
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,1021.0,3.0,2.0,59.0,5778.648383937317,Ready To Move
Super built-up  Area,17-Dec,Whitefield,2.0,1158.0,2.0,1.0,55.0,4749.568221070812,Upcoming
Super built-up  Area,Ready To Move,Nagarbhavi,3.0,1400.0,2.0,2.0,135.0,9642.857142857143,Ready To Move
Plot  Area,Ready To Move,Doddaballapur,4.0,2400.0,3.0,0.0,200.0,8333.333333333334,Ready To Move
Super built-up  Area,18-Apr,Munnekollal,3.0,1200.0,2.0,1.0,57.9,4825.0,Upcoming
Built-up  Area,Ready To Move,JP Nagar,3.0,1520.0,3.0,2.0,125.0,8223.684210526315,Ready To Move
Super built-up  Area,Ready To Move,EPIP Zone,3.0,2710.0,3.0,2.0,177.0,6531.365313653137,Ready To Move
Super built-up  Area,Ready To Move,Kenchenahalli,2.0,1150.0,2.0,2.0,57.0,4956.521739130435,Ready To Move
Super built-up  Area,Ready To Move,Yelahanka,2.0,1101.0,2.0,2.0,37.0,3360.581289736603,Ready To Move
Super built-up  Area,Ready To Move,Mahalakshmi Layout,3.0,1200.0,2.0,3.0,110.0,9166.666666666666,Ready To Move
Super built-up  Area,21-Dec,Hebbal,2.0,1252.0,2.0,1.0,92.0,7348.242811501597,Upcoming
Super built-up  Area,Ready To Move,Marathahalli,3.0,1650.0,3.0,2.0,85.0,5151.515151515152,Ready To Move
Built-up  Area,Ready To Move,Marathahalli,2.0,1270.0,2.0,2.0,80.0,6299.212598425197,Ready To Move
Super built-up  Area,Ready To Move,Tumkur Road,2.0,992.0,2.0,1.0,70.0,7056.451612903225,Ready To Move
Super built-up  Area,Ready To Move,BEML Layout,3.0,2000.0,3.0,2.0,85.0,4250.0,Ready To Move
Super built-up  Area,Ready To Move,Geddalahalli,2.0,893.0,2.0,2.0,34.5,3863.3818589025755,Ready To Move
Built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,41.49,3859.5348837209303,Ready To Move
Built-up  Area,Ready To Move,Kumaraswami Layout,7.0,3200.0,7.0,0.0,150.0,4687.5,Ready To Move
Super built-up  Area,Ready To Move,Electronic City,2.0,1190.0,2.0,1.0,42.0,3529.4117647058824,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1814.0,3.0,3.0,63.0,3472.9878721058435,Ready To Move
Built-up  Area,Ready To Move,Rahmath Nagar,3.0,1400.0,3.0,2.0,98.0,7000.0,Ready To Move
Super built-up  Area,Ready To Move,Murugeshpalya,3.0,1344.0,2.0,0.0,56.0,4166.666666666667,Ready To Move
Plot  Area,Ready To Move,Whitefield,4.0,5400.0,5.0,3.0,475.0,8796.296296296296,Ready To Move
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1843.0,3.0,2.0,95.0,5154.639175257732,Ready To Move
Super built-up  Area,18-Feb,Chikkadunnasandra,2.0,1138.0,2.0,1.0,32.0,2811.95079086116,Upcoming
Built-up  Area,Ready To Move,Nagappa Reddy Layout,3.0,1495.0,2.0,2.0,70.0,4682.274247491639,Ready To Move
Super built-up  Area,Ready To Move,Electronic City,2.0,880.0,2.0,1.0,19.0,2159.090909090909,Ready To Move
Super built-up  Area,18-Apr,Whitefield,3.0,1396.0,3.0,1.0,74.0,5300.859598853868,Upcoming
Built-up  Area,Ready To Move,Garudachar Palya,3.0,1610.0,2.0,3.0,119.0,7391.304347826087,Ready To Move
Super built-up  Area,Ready To Move,Tindlu,2.0,1050.0,2.0,2.0,55.0,5238.0952380952385,Ready To Move
Built-up  Area,14-Jul,Kumbena Agrahara,3.0,1410.0,2.0,2.0,43.71,3100.0,Upcoming
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2.0,1050.0,2.0,2.0,37.8,3599.9999999999995,Ready To Move
Built-up  Area,Ready To Move,Kumaraswami Layout,3.0,1310.0,2.0,1.0,85.0,6488.5496183206105,Ready To Move
Super built-up  Area,Ready To Move,Yelahanka,2.0,1104.0,2.0,2.0,58.0,5253.623188405797,Ready To Move
Super built-up  Area,19-Mar,Hennur Road,2.0,1165.0,2.0,1.0,67.0,5751.07296137339,Upcoming
Super built-up  Area,Ready To Move,Kudlu,2.0,1027.0,2.0,2.0,44.0,4284.323271665044,Ready To Move
